Number of fixed entries,Number of entries that reached max iteration,Average number of iterations for fixed entries,Min number of iterations to fix,Max number of iterations to fix,Number of entries where fst_iter_repeated_init_spec is True
156,1767,2.7435897435897436,1,6,15
